fast,mid,slow,zone,expiry,be,is_n,is_total_R,is_avg_R,is_t,is_win,oos_n,oos_total_R,oos_avg_R,oos_t,oos_win
20,110,200,150.0,16,True,81,5.000114166505823,0.06172980452476325,0.43138109477439296,49.382716049382715,38,3.1901413900772373,0.08395108921255888,0.44346015827882235,60.526315789473685
20,110,200,150.0,16,False,80,-5.0,-0.0625,-0.3994946302467151,31.25,37,14.190056872129661,0.3835150505980989,1.543696357561119,45.94594594594595
20,110,250,100.0,8,True,157,-9.916964385140522,-0.06316537824930268,-0.6410751135524068,44.5859872611465,59,3.0189076366363716,0.051167926044684266,0.3301664148844892,55.932203389830505
20,110,250,100.0,8,False,151,-13.555540137049535,-0.08977178898708302,-0.8037403502481809,30.4635761589404,56,15.018751446802398,0.2681919901214714,1.356942901994943,42.857142857142854
20,110,250,100.0,12,True,160,-10.916972349426878,-0.06823107718391799,-0.6957658969775529,43.75,65,13.018910599839613,0.20029093230522482,1.2935516703786756,60.0
20,110,250,100.0,12,False,154,-13.555540137049535,-0.08802298790291906,-0.7953594924363632,30.519480519480517,62,24.018751446802398,0.38739921688390966,2.0426292462710975,46.774193548387096
20,110,250,100.0,16,True,163,-10.916939665453395,-0.06697508997210672,-0.695784581300349,44.785276073619634,69,12.018910599839613,0.17418711014260307,1.1521206969942945,57.971014492753625
20,110,250,100.0,16,False,157,-13.555540137049535,-0.08634101998120723,-0.7872367876933996,30.573248407643312,66,23.018751446802398,0.34876896131518786,1.901566267301535,45.45454545454545
20,110,250,150.0,8,True,67,-0.9999072672333034,-0.014923989063183632,-0.09779285862631915,47.76119402985074,34,-0.8098663062242,-0.023819597241888233,-0.12219092794299379,55.88235294117647
20,110,250,150.0,8,False,66,-9.0,-0.13636363636363635,-0.8093795060232479,28.78787878787879,34,8.190056872129661,0.24088402565087239,0.939983705421608,41.17647058823529
20,110,250,150.0,12,True,77,-0.9999048804225747,-0.012985777667825646,-0.09031309796124225,46.75324675324675,37,2.1901336937758,0.05919280253448107,0.30095824844339836,56.75675675675676
20,110,250,150.0,12,False,76,-10.0,-0.13157894736842105,-0.8375315127160101,28.947368421052634,37,11.190056872129661,0.30243396951701784,1.2243705200914883,43.24324324324324
20,110,250,150.0,16,True,78,-0.9998858334941749,-0.012819049147361218,-0.09031893232747105,47.43589743589743,39,4.190137964342515,0.10743943498314142,0.5566668736254334,58.97435897435898
20,110,250,150.0,16,False,77,-11.0,-0.14285714285714285,-0.9189365834726814,28.57142857142857,39,12.190056872129661,0.31256556082383746,1.2986904898684724,43.58974358974359
20,110,300,100.0,8,True,151,-5.916985855858011,-0.03918533679376166,-0.3853836408130803,45.033112582781456,57,4.0188938270013,0.07050690924563684,0.4424472216948862,56.14035087719298
